Time,Resonant_Signal
0.0,0.024835707650561634
0.1001001001001001,0.02531803577534556
0.2002002002002002,0.09836895699839504
0.3003003003003003,0.17730586672748938
0.4004004004004004,0.1258800832673355
0.5005005005005005,0.16338016745150888
0.6006006006006006,0.2923745636554802
0.7007007007007008,0.2906663996184149
0.8008008008008008,0.2679520433113881
0.9009009009009009,0.357608758362519
1.001001001001001,0.3459465922767273
1.1011011011011012,0.3836993205109456
1.2012012012012012,0.45583384514198266
1.3013013013013013,0.3833614834844175
1.4014014014014016,0.42628383656858304
1.5015015015015016,0.5158329350867482
1.6016016016016017,0.5223672929019902
1.7017017017017018,0.6151959177620799
1.8018018018018018,0.5777841842162292
1.9019019019019021,0.5733631751287005
2.002002002002002,0.7350632036371773
2.1021021021021022,0.6652795348084916
2.2022022022022023,0.6917526748071664
2.3023023023023024,0.6260623484524913
2.4024024024024024,0.6762744376870904
2.5025025025025025,0.7127161754973408
2.6026026026026026,0.6510462198809731
2.702702702702703,0.7268727070928126
2.802802802802803,0.6759748388454045
2.902902902902903,0.6881667491408755
3.0030030030030033,0.6686650700826644
3.1031031031031033,0.7870676606125836
3.2032032032032034,0.6896490416187055
3.3033033033033035,0.6339404064236385
3.4034034034034035,0.7255449788043641
3.5035035035035036,0.6224975684527337
3.6036036036036037,0.695048402077052
3.7037037037037037,0.5900068954972747
3.8038038038038042,0.6276161041188595
3.9039039039039043,0.7128287945348849
4.004004004004004,0.7520079725799331
4.104104104104104,0.739035017583281
4.2042042042042045,0.743419494428616
4.3043043043043046,0.7562274607803845
4.404404404404405,0.7226939897992901
4.504504504504505,0.7890514091106282
4.604604604604605,0.8332692743665806
4.704704704704705,0.9429176469571876
4.804804804804805,0.9430985458512382
4.904904904904905,0.8752401615481317
5.005005005005005,1.018148385040031
5.105105105105105,1.0217231150312092
5.205205205205205,1.0460026672631308
5.305305305305305,1.1484645511898715
5.405405405405406,1.205921004862488
5.505505505505506,1.2351697422158294
5.605605605605606,1.1779110660159668
5.705705705705706,1.232010203654286
5.805805805805806,1.2872939990186605
5.9059059059059065,1.3377979549305308
6.0060060060060065,1.277803364034081
6.106106106106107,1.2991585072727467
6.206206206206207,1.2533045180441449
6.306306306306307,1.2421395052864392
6.406406406406407,1.3287963466265402
6.506506506506507,1.3349385433020353
6.606606606606607,1.2351706472550885
6.706706706706707,1.2533433560625522
6.806806806806807,1.1785706344146831
6.906906906906907,1.0787698174585765
7.007007007007007,1.0732462354671497
7.107107107107107,1.0703478571974094
7.207207207207207,0.9246488004403157
7.307307307307307,0.9330887861148811
7.407407407407407,0.6484887910550481
7.507507507507508,0.7422452485625296
7.6076076076076085,0.6251411750387731
7.7077077077077085,0.5243959008910539
7.807807807807809,0.4623935705177442
7.907907907907909,0.27778417927541443
8.008008008008009,0.2874263899691855
8.108108108108109,0.24037532688470759
8.208208208208209,0.2243214835237197
8.308308308308309,0.057099273140739606
8.408408408408409,-0.019334646396263755
8.508508508508509,-0.059701062667232026
8.608608608608609,-0.037696306132818
8.70870870870871,-0.10851140831820902
8.80880880880881,-0.1851487221547008
